gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
"(""l'_il_DET"", 'aereo_aereo_NOUN')"	25	l'aereo	l'	aereo	il	aereo	DET	NOUN	the airplane (before a vowel)
('un_uno_DET', 'bagno_bagno_NOUN')	25	un bagno	un	bagno	uno	bagno	DET	NOUN	a bathroom
('questa_questo_DET', 'casa_casa_NOUN')	25	questa casa	questa	casa	questo	casa	DET	NOUN	this house
('le_le_PRON', 'dissi_dire_VERB')	25	le dissi	le	dissi	le	dire	PRON	VERB	I told her
('quel_quello_PRON', 'che_che_PRON')	25	quel che	quel	che	quello	che	PRON	PRON	what
('accanto_accanto_ADV', 'a_a_ADP')	25		accanto	a	accanto	a	ADV	ADP	next to
('una_uno_DET', 'mano_mano_NOUN')	25	una mano	una	mano	uno	mano	DET	NOUN	a hand
('è_essere_AUX', 'appena_appena_ADV')	25	è appena	è	appena	essere	appena	AUX	ADV	has just
('la_il_DET', 'televisione_televisione_NOUN')	25	la televisione	la	televisione	il	televisione	DET	NOUN	the television
('tempo_tempo_NOUN', 'a_a_ADP')	25		tempo	a	tempo	a	NOUN	ADP	time to
('cosa_cosa_PRON', 'avete_avere_AUX')	25	cosa avete	cosa	avete	cosa	avere	PRON	AUX	what do you (plural) have
('ha_avere_AUX', 'studiato_studiare_VERB')	25	ha studiato	ha	studiato	avere	studiare	AUX	VERB	studied
('odio_odiare_VERB', 'le_il_DET')	25	odio le	odio	le	odiare	il	VERB	DET	I hate the
('con_con_ADP', 'suo_suo_DET')	25	con suo	con	suo	con	suo	ADP	DET	with his; with her (masculine)
('gli_il_DET', 'studenti_studente_NOUN')	25	gli studenti	gli	studenti	il	studente	DET	NOUN	the students
('è_essere_AUX', 'permesso_permettere_VERB')	25	è permesso	è	permesso	essere	permettere	AUX	VERB	is allowed
('in_in_ADP', 'modo_modo_NOUN')	25	in modo	in	modo	in	modo	ADP	NOUN	in a way
('un_uno_DET', 'piano_piano_NOUN')	25	un piano	un	piano	uno	piano	DET	NOUN	a plan
('non_non_ADV', 'andate_andare_VERB')	25	non andate	non	andate	non	andare	ADV	VERB	do not go
('pronto_pronto_ADJ', 'per_per_ADP')	25	pronto per	pronto	per	pronto	per	ADJ	ADP	ready for
('da_da_ADP', 'dire_dire_VERB')	25	da dire	da	dire	da	dire	ADP	VERB	to say
('ritardo_ritardo_NOUN', 'per_per_ADP')	25	ritardo per	ritardo	per	ritardo	per	NOUN	ADP	late for
('tornare_tornare_VERB', 'a_a_ADP')	25	torna	tornare	a	tornare	a	VERB	ADP	returns to
('mio_mio_DET', 'marito_marito_NOUN')	25	mio marito	mio	marito	mio	marito	DET	NOUN	my husband
('andò_andò_VERB', 'a_a_ADP')	25	a	andò	a	andò	a	VERB	ADP	went to
('le_il_DET', 'dimissioni_dimissione_NOUN')	25	le dimissioni	le	dimissioni	il	dimissione	DET	NOUN	the resignations
('che_che_PRON', 'so_sapere_VERB')	25	che so	che	so	che	sapere	PRON	VERB	that I know
('al_a_ADP', 'supermercato_supermercato_NOUN')	25	al supermercato	al	supermercato	a	supermercato	ADP	NOUN	at the supermarket
('io_io_PRON', 'conosco_conoscere_VERB')	25	io conosco	io	conosco	io	conoscere	PRON	VERB	I know
('orgogliosa_orgoglioso_ADJ', 'di_di_ADP')	25	orgogliosa di	orgogliosa	di	orgoglioso	di	ADJ	ADP	proud of (feminine)
"(""l'_il_DET"", 'albero_albero_NOUN')"	25	l'albero	l'	albero	il	albero	DET	NOUN	the tree (before a vowel)
('per_per_ADP', 'fare_fare_VERB')	25	per fare	per	fare	per	fare	ADP	VERB	to do
('vorrei_volere_AUX', 'essere_essere_AUX')	25	vorrei essere	vorrei	essere	volere	essere	AUX	AUX	I would like to be
('siete_essere_AUX', 'ancora_ancora_ADV')	25	siete ancora	siete	ancora	essere	ancora	AUX	ADV	you (plural) are still
('cosa_cosa_NOUN', 'del_di_ADP')	25	cosa del	cosa	del	cosa	di	NOUN	ADP	thing about the
('in_in_ADP', 'bici_bici_NOUN')	25	in bici	in	bici	in	bici	ADP	NOUN	by bike
('vuoi_volere_VERB', 'che_che_SCONJ')	25	vuoi che	vuoi	che	volere	che	VERB	SCONJ	you want that
('la_il_DET', 'differenza_differenza_NOUN')	25	la differenza	la	differenza	il	differenza	DET	NOUN	the difference
('ha_avere_AUX', 'invitato_invitare_VERB')	25	ha invitato	ha	invitato	avere	invitare	AUX	VERB	invited
('andato_andare_VERB', 'al_a_ADP')	25	andato al	andato	al	andare	a	VERB	ADP	went to the
('noi_noi_PRON', 'lo_lo_PRON')	25	noi lo	noi	lo	noi	lo	PRON	PRON	we it
('ha_avere_AUX', 'smesso_smettere_VERB')	25	ha smesso	ha	smesso	avere	smettere	AUX	VERB	stopped
('lo_lo_PRON', 'abbiamo_avere_AUX')	25	lo abbiamo	lo	abbiamo	lo	avere	PRON	AUX	we have it
('siamo_essere_AUX', 'andati_andare_VERB')	25	siamo andati	siamo	andati	essere	andare	AUX	VERB	we went
('difficile_difficile_ADJ', 'da_da_ADP')	25	difficile da	difficile	da	difficile	da	ADJ	ADP	hard to
('ha_avere_VERB', 'intenzione_intenzione_NOUN')	25	ha intenzione	ha	intenzione	avere	intenzione	VERB	NOUN	intends to
('voglio_volere_AUX', 'vedere_vedere_VERB')	25	voglio vedere	voglio	vedere	volere	vedere	AUX	VERB	I want to see
('lo_lo_PRON', 'sto_essere_AUX')	25	lo sto	lo	sto	lo	essere	PRON	AUX	I am it
('chiese_chiedere_VERB', 'a_a_ADP')	25	chiese a	chiese	a	chiedere	a	VERB	ADP	asked
