gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('sotto_sotto_ADV', 'al_a_ADP', 'letto_letto_NOUN')	5	sotto al letto	sotto	al	letto	sotto	a	letto	ADV	ADP	NOUN	
"(""l'_il_DET"", 'auto_auto_NOUN', 'è_essere_AUX')"	5	l'auto è	l'	auto	è	il	auto	essere	DET	NOUN	AUX	
"('fare_fare_VERB', ""l'_il_DET"", 'amore_amore_NOUN')"	5	fare l'amore	fare	l'	amore	fare	il	amore	VERB	DET	NOUN	
('problema_problema_NOUN', 'con_con_ADP', 'la_il_DET')	5	problema con la	problema	con	la	problema	con	il	NOUN	ADP	DET	
('tu_tu_PRON', 'sai_sapere_VERB', 'chi_chi_PRON')	5	tu sai chi	tu	sai	chi	tu	sapere	chi	PRON	VERB	PRON	
('non_non_ADV', 'è_essere_AUX', 'buono_buono_ADJ')	5	non è buono	non	è	buono	non	essere	buono	ADV	AUX	ADJ	
('giocare_giocare_VERB', 'a_a_ADP', 'scacchi_scacco_NOUN')	5	giocare a scacchi	giocare	a	scacchi	giocare	a	scacco	VERB	ADP	NOUN	
('non_non_ADV', 'ero_essere_AUX', 'molto_molto_ADV')	5	non ero molto	non	ero	molto	non	essere	molto	ADV	AUX	ADV	
('il_il_DET', 'caffè_caffè_NOUN', 'non_non_ADV')	5	il caffè non	il	caffè	non	il	caffè	non	DET	NOUN	ADV	
('bene_bene_ADV', 'la_il_DET', 'scorsa_scorso_ADJ')	5	bene la scorsa	bene	la	scorsa	bene	il	scorso	ADV	DET	ADJ	
('dicendo_dire_VERB', 'è_essere_AUX', 'vero_vero_ADJ')	5	dicendo è vero	dicendo	è	vero	dire	essere	vero	VERB	AUX	ADJ	
('a_a_ADP', 'noi_noi_PRON', 'serve_servire_VERB')	5	a noi serve	a	noi	serve	a	noi	servire	ADP	PRON	VERB	
('voi_voi_PRON', 'avete_avere_AUX', 'fatto_fare_VERB')	5	voi avete fatto	voi	avete	fatto	voi	avere	fare	PRON	AUX	VERB	
('vivere_vivere_VERB', 'con_con_ADP', 'te_te_PRON')	5	vivere con te	vivere	con	te	vivere	con	te	VERB	ADP	PRON	
('che_che_SCONJ', 'ho_avere_VERB', 'ragione_ragione_NOUN')	5	che ho ragione	che	ho	ragione	che	avere	ragione	SCONJ	VERB	NOUN	
('biblioteca_biblioteca_NOUN', 'della_di_ADP', 'moschea_moschea_NOUN')	5	biblioteca della moschea	biblioteca	della	moschea	biblioteca	di	moschea	NOUN	ADP	NOUN	
('alla_a_ADP', 'biblioteca_biblioteca_NOUN', 'della_di_ADP')	5	alla biblioteca della	alla	biblioteca	della	a	biblioteca	di	ADP	NOUN	ADP	
('al_a_ADP', 'sicuro_sicuro_ADJ', 'adesso_adesso_ADV')	5	al sicuro adesso	al	sicuro	adesso	a	sicuro	adesso	ADP	ADJ	ADV	
('sei_essere_AUX', 'al_a_ADP', 'sicuro_sicuro_ADJ')	5	sei al sicuro	sei	al	sicuro	essere	a	sicuro	AUX	ADP	ADJ	
('tazze_tazza_NOUN', 'di_di_ADP', 'caffè_caffè_NOUN')	5	tazze di caffè	tazze	di	caffè	tazza	di	caffè	NOUN	ADP	NOUN	
('non_non_ADV', 'parli_parlare_VERB', 'così_così_ADV')	5	non parli così	non	parli	così	non	parlare	così	ADV	VERB	ADV	
('i_il_DET', 'bambini_bambino_NOUN', 'si_si_PRON')	5	i bambini si	i	bambini	si	il	bambino	si	DET	NOUN	PRON	
('è_essere_AUX', 'la_il_DET', 'soluzione_soluzione_NOUN')	5	è la soluzione	è	la	soluzione	essere	il	soluzione	AUX	DET	NOUN	
('che_che_SCONJ', 'voleva_volere_AUX', 'piangere_piangere_VERB')	5	che voleva piangere	che	voleva	piangere	che	volere	piangere	SCONJ	AUX	VERB	
('ha_avere_AUX', 'sposato_sposare_VERB', 'una_uno_DET')	5	ha sposato una	ha	sposato	una	avere	sposare	uno	AUX	VERB	DET	
('perché_perché_ADV', 'mi_mi_PRON', 'ha_avere_AUX')	5	perché mi ha	perché	mi	ha	perché	mi	avere	ADV	PRON	AUX	
('era_essere_AUX', 'felice_felice_ADJ', 'qui_qui_ADV')	5	era felice qui	era	felice	qui	essere	felice	qui	AUX	ADJ	ADV	
('pensando_pensare_VERB', 'di_di_ADP', 'andare_andare_VERB')	5	pensando di andare	pensando	di	andare	pensare	di	andare	VERB	ADP	VERB	
('lo_lo_PRON', 'avrebbe_avere_AUX', 'dovuto_dovere_AUX')	5	lo avrebbe dovuto	lo	avrebbe	dovuto	lo	avere	dovere	PRON	AUX	AUX	
('mai_mai_ADV', 'cantato_cantare_VERB', 'in_in_ADP')	5	mai cantato in	mai	cantato	in	mai	cantare	in	ADV	VERB	ADP	
('ho_avere_AUX', 'dato_dare_VERB', 'a_a_ADP')	5	ho da	ho	dato	a	avere	dare	a	AUX	VERB	ADP	
('aver_avere_AUX', 'fatto_fare_VERB', 'un_uno_DET')	5	aver fatto un	aver	fatto	un	avere	fare	uno	AUX	VERB	DET	
('una_uno_DET', 'mela_mela_NOUN', 'a_a_ADP')	5		una	mela	a	uno	mela	a	DET	NOUN	ADP	
('la_il_DET', 'loro_loro_DET', 'auto_auto_NOUN')	5	la loro auto	la	loro	auto	il	loro	auto	DET	DET	NOUN	
('siamo_essere_AUX', 'a_a_ADP', 'casa_casa_NOUN')	5	siamo a casa	siamo	a	casa	essere	a	casa	AUX	ADP	NOUN	
('di_di_ADP', 'andare_andare_VERB', 'là_là_ADV')	5	di andare là	di	andare	là	di	andare	là	ADP	VERB	ADV	
('le_le_PRON', 'suggerisco_suggerire_VERB', 'di_di_ADP')	5	le suggerisco di	le	suggerisco	di	le	suggerire	di	PRON	VERB	ADP	
('di_di_ADP', 'fare_fare_VERB', 'una_uno_DET')	5	dine di fare una	di	fare	una	di	fare	uno	ADP	VERB	DET	
('in_in_ADP', 'questa_questo_DET', 'scuola_scuola_NOUN')	5	in questa scuola	in	questa	scuola	in	questo	scuola	ADP	DET	NOUN	
('la_il_DET', 'matematica_matematica_NOUN', 'è_essere_AUX')	5	la matematica è	la	matematica	è	il	matematica	essere	DET	NOUN	AUX	
('di_di_ADP', 'andare_andare_VERB', 'o_o_CCONJ')	5		di	andare	o	di	andare	o	ADP	VERB	CCONJ	
('libero_libero_ADJ', 'di_di_ADP', 'andare_andare_VERB')	5	libero di andare	libero	di	andare	libero	di	andare	ADJ	ADP	VERB	
('di_di_ADP', 'tornare_tornare_VERB', 'a_a_ADP')	5		di	tornare	a	di	tornare	a	ADP	VERB	ADP	
('cominciato_cominciare_VERB', 'a_a_ADP', 'studiare_studiare_VERB')	5	cominciato a studiare	cominciato	a	studiare	cominciare	a	studiare	VERB	ADP	VERB	
('nome_nome_NOUN', 'di_di_ADP', 'quel_quello_DET')	5	nome di quel	nome	di	quel	nome	di	quello	NOUN	ADP	DET	
('che_che_SCONJ', 'era_essere_AUX', 'curioso_curioso_ADJ')	5	che era curioso	che	era	curioso	che	essere	curioso	SCONJ	AUX	ADJ	
('non_non_ADV', 'si_si_PRON', 'deve_dovere_AUX')	5	non si deve	non	si	deve	non	si	dovere	ADV	PRON	AUX	
('dei_di_ADP', 'fiori_fiore_NOUN', 'a_a_ADP')	5		dei	fiori	a	di	fiore	a	ADP	NOUN	ADP	
