gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('è_essere_AUX', 'andato_andare_VERB', 'con_con_ADP')	6	è andato con	è	andato	con	essere	andare	con	AUX	VERB	ADP	
('lei_lei_PRON', 'ha_avere_AUX', 'visto_vedere_VERB')	6	lei ha visto	lei	ha	visto	lei	avere	vedere	PRON	AUX	VERB	
('i_il_DET', 'suoi_suo_DET', 'problemi_problema_NOUN')	6	i i suoi problemi	i	suoi	problemi	il	suo	problema	DET	DET	NOUN	
('morendo_morire_VERB', 'dalla_da_ADP', 'voglia_voglia_NOUN')	6	morendo dalla voglia	morendo	dalla	voglia	morire	da	voglia	VERB	ADP	NOUN	
('ha_avere_AUX', 'messo_mettere_VERB', 'in_in_ADP')	6	ha messo in	ha	messo	in	avere	mettere	in	AUX	VERB	ADP	
('il_il_DET', 'calcio_calcio_NOUN', 'è_essere_AUX')	6	il calcio è	il	calcio	è	il	calcio	essere	DET	NOUN	AUX	
('sicura_sicuro_ADJ', 'che_che_SCONJ', 'lei_lei_PRON')	6	sicura che lei	sicura	che	lei	sicuro	che	lei	ADJ	SCONJ	PRON	
('padre_padre_NOUN', 'è_essere_AUX', 'morto_morire_VERB')	6	padre è morto	padre	è	morto	padre	essere	morire	NOUN	AUX	VERB	
('noi_noi_PRON', 'non_non_ADV', 'ci_ci_PRON')	6	noi non ci	noi	non	ci	noi	non	ci	PRON	ADV	PRON	
('lasciarmi_lasciare_VERB', 'da_da_ADP', 'solo_solo_ADJ')	6	lasciarmi da solo	lasciarmi	da	solo	lasciare	da	solo	VERB	ADP	ADJ	
('aveva_avere_VERB', 'molti_molto_DET', 'soldi_soldo_NOUN')	6	aveva molti soldi	aveva	molti	soldi	avere	molto	soldo	VERB	DET	NOUN	
('è_essere_AUX', 'sicura_sicuro_ADJ', 'di_di_ADP')	6	è sicura di	è	sicura	di	essere	sicuro	di	AUX	ADJ	ADP	
('essere_essere_AUX', 'un_uno_DET', 'dottore_dottore_NOUN')	6	essere un dottore	essere	un	dottore	essere	uno	dottore	AUX	DET	NOUN	
('un_uno_DET', 'messaggio_messaggio_NOUN', 'a_a_ADP')	6		un	messaggio	a	uno	messaggio	a	DET	NOUN	ADP	
('per_per_ADP', 'andare_andare_VERB', 'in_in_ADP')	6	per andare in	per	andare	in	per	andare	in	ADP	VERB	ADP	
('è_essere_AUX', 'un_uno_DET', 'argomento_argomento_NOUN')	6	è un argomento	è	un	argomento	essere	uno	argomento	AUX	DET	NOUN	
('paura_paura_NOUN', 'di_di_ADP', 'andare_andare_VERB')	6	paura di andare	paura	di	andare	paura	di	andare	NOUN	ADP	VERB	
('è_essere_AUX', 'ancora_ancora_ADV', 'molto_molto_ADV')	6	è ancora molto	è	ancora	molto	essere	ancora	molto	AUX	ADV	ADV	
('arrivato_arrivare_VERB', 'a_a_ADP', 'casa_casa_NOUN')	6	arrivato a casa	arrivato	a	casa	arrivare	a	casa	VERB	ADP	NOUN	
('ho_avere_AUX', 'bevuto_bere_VERB', 'un_uno_DET')	6	ho bevuto un	ho	bevuto	un	avere	bere	uno	AUX	VERB	DET	
('bevuto_bere_VERB', 'un_uno_DET', 'bicchiere_bicchiere_NOUN')	6	bevuto un bicchiere	bevuto	un	bicchiere	bere	uno	bicchiere	VERB	DET	NOUN	
('sono_essere_AUX', 'fiera_fiera_NOUN', 'di_di_ADP')	6	sono fiera di	sono	fiera	di	essere	fiera	di	AUX	NOUN	ADP	
