gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('non_non_ADV', 'sono_essere_AUX', 'così_così_ADV')	24	non sono così	non	sono	così	non	essere	così	ADV	AUX	ADV	I am not so
('voi_voi_PRON', 'pensate_pensare_VERB', 'che_che_SCONJ')	24	voi pensate che	voi	pensate	che	voi	pensare	che	PRON	VERB	SCONJ	you (plural) think that
('ho_avere_VERB', 'intenzione_intenzione_NOUN', 'di_di_ADP')	24	ho intenzione di	ho	intenzione	di	avere	intenzione	di	VERB	NOUN	ADP	I intend to
('non_non_ADV', 'ho_avere_VERB', 'un_uno_DET')	24	non ho un	non	ho	un	non	avere	uno	ADV	VERB	DET	I do not have a
('è_essere_AUX', 'in_in_ADP', 'grado_grado_NOUN')	24	è in grado	è	in	grado	essere	in	grado	AUX	ADP	NOUN	is able
('a_a_ADP', 'casa_casa_NOUN', 'a_a_ADP')	24	a	a	casa	a	a	casa	a	ADP	NOUN	ADP	at home in
('lei_lei_PRON', 'è_essere_AUX', 'molto_molto_ADV')	24	lei è molto	lei	è	molto	lei	essere	molto	PRON	AUX	ADV	she is very
('perché_perché_ADV', 'non_non_ADV', 'mi_mi_PRON')	24	perché non mi	perché	non	mi	perché	non	mi	ADV	ADV	PRON	why don't you me
('lei_lei_PRON', 'ha_avere_AUX', 'mai_mai_ADV')	24	lei ha mai	lei	ha	mai	lei	avere	mai	PRON	AUX	ADV	has she ever
('il_il_DET', 'suo_suo_DET', 'libro_libro_NOUN')	23	il suo libro	il	suo	libro	il	suo	libro	DET	DET	NOUN	his/her book
('ha_avere_AUX', 'continuato_continuare_VERB', 'a_a_ADP')	23	ha	ha	continuato	a	avere	continuare	a	AUX	VERB	ADP	has continued to
('voglio_volere_VERB', 'che_che_SCONJ', 'tu_tu_PRON')	23	voglio che tu	voglio	che	tu	volere	che	tu	VERB	SCONJ	PRON	I want you to
('che_che_SCONJ', 'lei_lei_PRON', 'sia_essere_AUX')	23	che lei sia	che	lei	sia	che	lei	essere	SCONJ	PRON	AUX	that she is
('penso_pensare_VERB', 'che_che_SCONJ', 'lei_lei_PRON')	23	penso che lei	penso	che	lei	pensare	che	lei	VERB	SCONJ	PRON	I think that she
"(""po'_poco_PRON"", 'di_di_ADP', 'caffè_caffè_NOUN')"	23	po' di caffè	po'	di	caffè	poco	di	caffè	PRON	ADP	NOUN	a bit of coffee
('mi_mi_PRON', 'chiese_chiedere_VERB', 'di_di_ADP')	23	mi chiese di	mi	chiese	di	mi	chiedere	di	PRON	VERB	ADP	asked me to
('non_non_ADV', 'è_essere_AUX', 'vero_vero_ADJ')	23	non è vero	non	è	vero	non	essere	vero	ADV	AUX	ADJ	it is not true
('ho_avere_AUX', 'deciso_decidere_VERB', 'di_di_ADP')	23	ho deciso di	ho	deciso	di	avere	decidere	di	AUX	VERB	ADP	I decided to
('dove_dove_ADV', 'li_li_PRON', 'ha_avere_AUX')	23	dove li ha	dove	li	ha	dove	li	avere	ADV	PRON	AUX	where he/she has them
('il_il_DET', 'suo_suo_DET', 'denaro_denaro_NOUN')	23	il suo denaro	il	suo	denaro	il	suo	denaro	DET	DET	NOUN	his/her money
('passaggio_passaggio_NOUN', 'a_a_ADP', 'casa_casa_NOUN')	23	passaggio a casa	passaggio	a	casa	passaggio	a	casa	NOUN	ADP	NOUN	ride home
('a_a_ADP', 'fare_fare_VERB', 'una_uno_DET')	23	a fare una	a	fare	una	a	fare	uno	ADP	VERB	DET	to make a
('non_non_ADV', 'si_si_PRON', 'può_potere_AUX')	23	non si può	non	si	può	non	si	potere	ADV	PRON	AUX	one cannot
('in_in_ADP', 'contatto_contatto_NOUN', 'con_con_ADP')	23	in con	in	contatto	con	in	contatto	con	ADP	NOUN	ADP	in contact with
('la_il_DET', 'sua_suo_DET', 'età_età_NOUN')	23	la sua età	la	sua	età	il	suo	età	DET	DET	NOUN	his/her age
('modo_modo_NOUN', 'in_in_ADP', 'cui_cui_PRON')	23	modo in cui	modo	in	cui	modo	in	cui	NOUN	ADP	PRON	the way in which
('voglio_volere_VERB', 'che_che_SCONJ', 'voi_voi_PRON')	23	voglio che voi	voglio	che	voi	volere	che	voi	VERB	SCONJ	PRON	I want you (plural) to
('perché_perché_PRON', 'non_non_ADV', 'siete_essere_AUX')	23	perché non siete	perché	non	siete	perché	non	essere	PRON	ADV	AUX	why you (plural) are not
('non_non_ADV', 'è_essere_AUX', 'qui_qui_ADV')	23	non è qui	non	è	qui	non	essere	qui	ADV	AUX	ADV	is not here
('quello_quello_PRON', 'che_che_PRON', 'ho_avere_AUX')	23	quello che ho	quello	che	ho	quello	che	avere	PRON	PRON	AUX	what I have
('io_io_PRON', 'amo_amare_VERB', 'il_il_DET')	23	io amo il	io	amo	il	io	amare	il	PRON	VERB	DET	I love the (masculine)
('a_a_ADP', 'lui_lui_PRON', 'non_non_ADV')	23	a lui non	a	lui	non	a	lui	non	ADP	PRON	ADV	to him it does not
('a_a_ADP', 'casa_casa_NOUN', 'per_per_ADP')	23	a casa per	a	casa	per	a	casa	per	ADP	NOUN	ADP	home for
('io_io_PRON', 'non_non_ADV', 'la_la_PRON')	23	io non la	io	non	la	io	non	la	PRON	ADV	PRON	I do not her (feminine)
('avete_avere_VERB', 'bisogno_bisogno_NOUN', 'di_di_ADP')	23	avete bisogno di	avete	bisogno	di	avere	bisogno	di	VERB	NOUN	ADP	you (plural) need to
"('non_non_ADV', ""c'_ci_PRON"", 'era_essere_VERB')"	23	non c'era	non	c'	era	non	ci	essere	ADV	PRON	VERB	there was not
('la_il_DET', 'sua_suo_DET', 'chiave_chiave_NOUN')	23	la sua chiave	la	sua	chiave	il	suo	chiave	DET	DET	NOUN	his/her key
('detto_dire_VERB', 'che_che_SCONJ', 'ero_essere_AUX')	23	detto che ero	detto	che	ero	dire	che	essere	VERB	SCONJ	AUX	said that I was
('che_che_SCONJ', 'non_non_ADV', 'si_si_PRON')	23	che non si	che	non	si	che	non	si	SCONJ	ADV	PRON	that one does not
('ha_avere_AUX', 'mai_mai_ADV', 'detto_dire_VERB')	23	ha mai detto	ha	mai	detto	avere	mai	dire	AUX	ADV	VERB	has ever said
('da_da_ADP', 'mangiare_mangiare_VERB', 'al_a_ADP')	23	dato da mangiare al	da	mangiare	al	da	mangiare	a	ADP	VERB	ADP	fed the (masculine)
('smettere_smettere_VERB', 'di_di_ADP', 'fumare_fumare_VERB')	22	smettere di fumare	smettere	di	fumare	smettere	di	fumare	VERB	ADP	VERB	to quit smoking
('dopo_dopo_ADP', 'la_il_DET', 'scuola_scuola_NOUN')	22	dopo la scuola	dopo	la	scuola	dopo	il	scuola	ADP	DET	NOUN	after school
('ad_a_ADP', 'una_uno_DET', 'festa_festa_NOUN')	22	ad una festa	ad	una	festa	a	uno	festa	ADP	DET	NOUN	to a party
"('è_essere_AUX', ""l'_il_DET"", 'unica_unico_ADJ')"	22	è l'unica	è	l'	unica	essere	il	unico	AUX	DET	ADJ	is the only (feminine)
('come_come_ADV', 'si_si_PRON', 'chiama_chiamare_VERB')	22	come si chiama	come	si	chiama	come	si	chiamare	ADV	PRON	VERB	what is his/her name
"(""c'_ci_PRON"", 'è_essere_VERB', 'qualcuno_qualcuno_PRON')"	22	c'è qualcuno	c'	è	qualcuno	ci	essere	qualcuno	PRON	VERB	PRON	there is someone
('i_il_DET', 'suoi_suo_DET', 'figli_figlio_NOUN')	22	i suoi figli	i	suoi	figli	il	suo	figlio	DET	DET	NOUN	his/her children
('ho_avere_AUX', 'fatto_fare_VERB', 'un_uno_DET')	22	ho fatto un	ho	fatto	un	avere	fare	uno	AUX	VERB	DET	I made a
('con_con_ADP', 'i_il_DET', 'miei_mio_DET')	22	con i miei	con	i	miei	con	il	mio	ADP	DET	DET	with my (masculine plural)
('tutta_tutto_DET', 'la_il_DET', 'notte_notte_NOUN')	22	tutta la notte	tutta	la	notte	tutto	il	notte	DET	DET	NOUN	all night
('in_in_ADP', 'ogni_ogni_DET', 'caso_caso_NOUN')	22	in ogni caso	in	ogni	caso	in	ogni	caso	ADP	DET	NOUN	in any case
('non_non_ADV', 'riuscivo_riuscire_VERB', 'a_a_ADP')	22	non riuscivo a	non	riuscivo	a	non	riuscire	a	ADV	VERB	ADP	I could not
('è_essere_AUX', 'una_uno_DET', 'buona_buono_ADJ')	22	è una buona	è	una	buona	essere	uno	buono	AUX	DET	ADJ	it is a good (feminine)
('non_non_ADV', 'è_essere_AUX', 'facile_facile_ADJ')	22	non è facile	non	è	facile	non	essere	facile	ADV	AUX	ADJ	it is not easy
('io_io_PRON', 'sono_essere_AUX', 'stata_essere_AUX')	22	io sono stata	io	sono	stata	io	essere	essere	PRON	AUX	AUX	I have been (feminine)
('che_che_SCONJ', 'si_si_PRON', 'sentivano_sentire_VERB')	22	che si sentivano	che	si	sentivano	che	si	sentire	SCONJ	PRON	VERB	that they felt
('ha_avere_AUX', 'promesso_promettere_VERB', 'che_che_SCONJ')	22	ha promesso che	ha	promesso	che	avere	promettere	che	AUX	VERB	SCONJ	promised that
('un_uno_DET', 'problema_problema_NOUN', 'con_con_ADP')	22	un problema con	un	problema	con	uno	problema	con	DET	NOUN	ADP	a problem with
('che_che_SCONJ', 'non_non_ADV', 'sono_essere_AUX')	22	che non sono	che	non	sono	che	non	essere	SCONJ	ADV	AUX	that I am not
('non_non_ADV', 'è_essere_AUX', 'stato_essere_AUX')	22	non è stato	non	è	stato	non	essere	essere	ADV	AUX	AUX	it has not been
('dove_dove_PRON', 'li_li_PRON', 'hai_avere_AUX')	22	dove li hai	dove	li	hai	dove	li	avere	PRON	PRON	AUX	where you have them
