term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
venire,True,venire,to come,verb,to come,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,irregular verb; auxiliary essere in compound tenses,Voglio venire presto.,I want to come early.,cade4ce0a5767665940efbc82bd30064c5c4f17dd62b0ab6519f95064997782a,544b0cbb161c82ba95fc71b7caae9a6d8b66ce0a96fe1b958f830059319d94d0
venendo,False,venire,to come,verb,coming,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto venendo adesso.,I am coming now.,25e2ae7965c9789535481c512c967345ec525e38e0eadf8cacddbfe6dd7e6c0e,8ce5cf2ca0fce1005698bcbde9cee1164de9d7ec9d12d3f9a748eee7764b5523
venuto,False,venire,to come,verb,come,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; agrees with subject; auxiliary essere,Lui è venuto ieri.,He came yesterday.,ef6aefcf5d143933c74aa79cf6624d9861d3a74d27b116f5dcb8d255daa97a3d,844643d5ce44bfcea1842998820b2dea3357e9a75e3533f348269e81e95e1b89
venuta,False,venire,to come,verb,come,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; agrees with subject; auxiliary essere,Lei è venuta ieri.,She came yesterday.,1d360b02925c859109ef223a9f4e7c4e0708330591ce36b03ce5a37323e13f63,844643d5ce44bfcea1842998820b2dea3357e9a75e3533f348269e81e95e1b89
venuti,False,venire,to come,verb,come,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; agrees with subject; auxiliary essere,Loro sono venuti ieri.,They came yesterday.,620163cf8158ccd1656445b75f3c9a1916403cadb3ca3de331c1a5fc00e0ba53,844643d5ce44bfcea1842998820b2dea3357e9a75e3533f348269e81e95e1b89
venute,False,venire,to come,verb,come,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; agrees with subject; auxiliary essere,Loro sono venute ieri.,They came yesterday.,eae97470c6dcf6658a6484af94efc8801228e08c692d02bf116fbf20c435379d,844643d5ce44bfcea1842998820b2dea3357e9a75e3533f348269e81e95e1b89
vengo,False,venire,to come,verb,I come,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,irregular present stem,Io vengo subito.,I am coming right away.,1a799e621674488a1b7fd3cc44d80c58a8e1f7b96c53570a9441df482372196f,5acf82cfbe5151406206d25943d97b4617a00ceb3880928f621e5c08f609aeec
vieni,False,venire,to come,verb,you come,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,irregular present stem,Tu vieni con me?,Are you coming with me?,fd281dfa1e9bdc42ff1046110b5eb42068d81b88fc0265ee03c8809c5fa28b66,bc71d05c3096b6a1863fcdfa32d75e0d3649c5402b4334cdf6f106f8cf86305c
viene,False,venire,to come,verb,he comes/she comes/you (formal) come,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei'; irregular present stem,Oggi viene anche Marco.,Today Marco also comes.,42fa6dbd1e4538855dcd053f43d5f3d6c9af6270c9ac4b193d949b0b92f188b1,0e991b9091717cdd240e8ab505892b0455a28e4d8a86e57163b8a29efcadfebd
veniamo,False,venire,to come,verb,we come,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi veniamo domani.,We come tomorrow.,ecfe5822c4f52329ff571309ff6ae4ea41cf8b665bb169bbc697611ce5b0efea,6b59aa88e96d16fc941d6f2513f63a966bcff1f80ee3b04cb04412a314588779
venite,False,venire,to come,verb,you (plural) come,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi venite spesso qui?,Do you come here often?,8776bc52916fd07164bc7a1dd15dddb9053bacd5f94bfb3212a36c1e2d46a285,9e1582f2bec31b658b2058f46699af3394204ab47a00582eb7da2b8d8cdaea3c
vengono,False,venire,to come,verb,they come,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro vengono da lontano.,They come from far away.,8fe8b527ca387ff6369cf52b2eef2e844bd3cc912a08497852011dc8c289f3d3,df68462129ed9a6d5df536c381107a166e12f58dd393c0e554a2999f7960c193
