term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
sapere,True,sapere,to know,verb,to know,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,"irregular present (so, sai, sa, sappiamo, sapete, sanno); used with auxiliary avere; past participle 'saputo'.",Voglio sapere la verità.,I want to know the truth.,5a8de819f025d2ff4e4eaf4bce9609e40c840ee353fad9441c08f47a6db6da63,69c92da66bf48eb4694e4d2dbaf6a13d52fda243046bd23c11173281f75258f4,1104.0,1416.0,sah-PEH-reh
sapendo,False,sapere,to know,verb,knowing,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,"Sapendo questo, parto subito.","Knowing this, I leave right away.",e78d9b9bdc8920eb7d43cff63a2ef1267ea53aac8a3310196d91b1139c3f5fdb,c7bc81266767eddedfd36deb58a2f9678e89a4d78a7c510ca381df7f114ed663,1080.0,1560.0,sah-PEHN-doh
saputo,False,sapere,to know,verb,found out,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,"past participle, masculine singular",L'ho saputo.,I found it out.,cb7be7ee40c5c2cd85e048ec68d4b5f3a9aece00c6cfbe72a0f245d948a2ad93,650ca1ac0ee6716d8bb406e903382fe3a00fccacb8f65c5578fe3daea66c66b0,1320.0,1488.0,sah-POO-toh
saputa,False,sapere,to know,verb,found out,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,"past participle, feminine singular",L'ho saputa.,I found it out.,6c6714d98fbca19ee7985f090a5131f28ee3624845e301903bd13501371eb13e,650ca1ac0ee6716d8bb406e903382fe3a00fccacb8f65c5578fe3daea66c66b0,1320.0,1488.0,sah-POO-tah
saputi,False,sapere,to know,verb,found out,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,"past participle, masculine plural",Li ho saputi.,I found them out.,ec72f3d9d23cf6c7615f4e818854dda1f310d71e8a0693a727153ff8e186541f,650ca1ac0ee6716d8bb406e903382fe3a00fccacb8f65c5578fe3daea66c66b0,1320.0,1488.0,sah-POO-tee
sapute,False,sapere,to know,verb,found out,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,"past participle, feminine plural",Le ho sapute.,I found them out.,c2a52a92eacb515c20cfdfd73adb221ccbfed720d445168927f52b3ad3bae568,650ca1ac0ee6716d8bb406e903382fe3a00fccacb8f65c5578fe3daea66c66b0,1320.0,1464.0,sah-POO-teh
so,False,sapere,to know,verb,I know,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Lo so.,I know it.,904b8f4eb4a9c34fa28ab7cfe985defc07a94b32769295f8283ceeef21adf320,a3a568a8a1003c2a3b14128e1d1bc1ace6669db67620c404c96b9c468ea5d286,1080.0,1008.0,SOH
sai,False,sapere,to know,verb,you know,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Sai la risposta?,Do you know the answer?,71342c7868830ea4acdaafd5f88e78c47334300ad40a4cbdce7abe9b0639f13f,21af829dea8b4ea1f7aeb4d99576c19a21c70e97ec3a96935504845fb6d6e237,1128.0,1224.0,SAHEE
sa,False,sapere,to know,verb,he knows/she knows/you (formal) know,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Non lo sa.,He does not know it.,35d1b7b1eefffee19d6a7db7ef01171e79087d619b57ee5a122e442785f2f58e,cc6ec69f6695fa0c2c60c7952f24aa0599fae6b5f796980ebd668e538925f820,4344.0,1008.0,SAH
sappiamo,False,sapere,to know,verb,we know,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Lo sappiamo tutti.,We all know it.,997c737acdc42be219ca414a3a49aa384d2f7eb462aa237d51670d0f11ab437e,c5509a32df0038f4119b8a9661bfe039d32fd8e91efcbd6117dbbf134cc48040,1128.0,1584.0,sahp-PEEAH-moh
